"","rotten_tomatoes_link","movie_title","content_rating","genres","original_release_date","streaming_release_date","runtime","tomatometer_status","tomatometer_rating","audience_status","audience_rating"
"15384","m/the_lion_king_ii_simbas_pride","The Lion King II: Simba's Pride","G","Action & Adventure, Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts","1998-10-27","2017-08-15",75,"Fresh",62,"Upright",60
"15385","m/the_lion_of_judah","The Lion of Judah","PG","Animation, Kids & Family","2011-03-25","2017-05-21",87,"Rotten",0,"Upright",62
"15386","m/the_little_death_2014","The Little Death","PG-13","Comedy","2015-06-26","2016-11-18",96,"Fresh",61,"Upright",64
"15387","m/the_little_hours","The Little Hours","R","Comedy","2017-06-30","2017-09-22",90,"Certified-Fresh",78,"Spilled",49
"15388","m/the_little_mermaid_1989","The Little Mermaid","G","Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance","1989-01-01","2017-05-21",82,"Certified-Fresh",93,"Upright",88
"15389","m/the_little_mermaid_2_return_to_the_sea","The Little Mermaid 2: Return to the Sea","G","Animation, Kids & Family","2000-09-19","2017-05-21",75,"Rotten",17,"Spilled",45
"15390","m/the_little_rascals_1994","The Little Rascals","PG","Comedy, Kids & Family","1994-08-05","2015-12-10",82,"Rotten",23,"Upright",70
"15391","m/the_little_stranger_2018","The Little Stranger","R","Drama, Horror, Mystery & Suspense","2018-08-31","2018-11-13",111,"Fresh",65,"Spilled",36
"15392","m/the_little_vampire_3d","The Little Vampire 3D","NR","Action & Adventure, Animation, Art House & International, Comedy","","2018-08-14",83,"Rotten",14,"Spilled",53
"15393","m/the_lives_of_others","The Lives of Others","R","Art House & International, Drama","2006-03-23","2012-04-16",137,"Certified-Fresh",93,"Upright",96
"15394","m/the_living_2014","The Living","R","Drama, Mystery & Suspense","2015-04-03","2015-05-20",90,"Rotten",50,"Spilled",35
"15395","m/the_living_end","The Living End","R","Action & Adventure, Art House & International, Comedy, Drama, Gay & Lesbian","1992-08-21","2016-08-10",92,"Rotten",57,"Upright",61
"15396","m/the_lobster","The Lobster","R","Comedy, Cult Movies, Drama, Science Fiction & Fantasy","2016-05-13","2016-07-27",118,"Certified-Fresh",87,"Upright",65
"15397","m/the_lodgers","The Lodgers","R","Horror","2018-02-23","2018-02-23",93,"Rotten",56,"Spilled",39
"15398","m/the_loft","The Loft","R","Drama, Mystery & Suspense","2015-01-30","2015-10-01",103,"Rotten",14,"Spilled",37
"15399","m/the_lone_ranger","The Lone Ranger","PG-13","Action & Adventure, Kids & Family, Western","2013-07-03","2015-11-22",149,"Rotten",30,"Spilled",51
"15400","m/the_loneliest_planet","The Loneliest Planet","NR","Drama","2012-10-26","2016-02-19",113,"Fresh",74,"Spilled",31
"15401","m/the_lonely_island_presents_the_unauthorized_bash_brothers_experience","The Lonely Island Presents: The Unauthorized Bash Brothers Experience","NR","Comedy, Musical & Performing Arts, Sports & Fitness","","",NA,"Fresh",100,"",NA
"15402","m/the_long_dumb_road","The Long Dumb Road","R","Comedy","2018-11-09","2018-11-16",90,"Fresh",75,"Spilled",51
"15403","m/the_long_good_friday","The Long Good Friday","R","Drama, Mystery & Suspense","1982-04-02","1998-11-24",114,"Fresh",96,"Upright",89
"15404","m/the_longest_ride","The Longest Ride","PG-13","Drama","2015-04-10","2016-01-04",128,"Rotten",31,"Upright",71
"15405","m/the_longest_week","The Longest Week","PG-13","Comedy","2014-09-05","2016-05-22",86,"Rotten",10,"Spilled",21
"15406","m/the_look_of_love_2013","The Look of Love","NR","Comedy, Drama, Romance","2013-07-05","2015-08-26",101,"Rotten",54,"Spilled",34
"15407","m/the_look_of_silence","The Look of Silence","PG-13","Art House & International, Documentary","2015-07-17","2016-03-04",99,"Certified-Fresh",96,"Upright",89
"15408","m/the_lookalike","The Lookalike","NR","Drama, Mystery & Suspense","2014-11-07","2014-11-06",100,"Rotten",20,"Spilled",48
"15409","m/the_lorax_2012","Dr Seuss' The Lorax","PG","Animation, Kids & Family","2012-03-02","2015-11-10",86,"Rotten",54,"Upright",63
"15410","m/the_lord_of_the_rings_the_fellowship_of_the_ring","The Lord of the Rings: The Fellowship of the Ring","PG-13","Action & Adventure, Classics, Drama, Science Fiction & Fantasy","2001-12-19","2011-06-28",178,"Certified-Fresh",91,"Upright",95
"15411","m/the_lord_of_the_rings_the_return_of_the_king","The Lord of the Rings: The Return of the King","PG-13","Action & Adventure, Classics, Science Fiction & Fantasy","2003-12-17","2010-04-06",200,"Certified-Fresh",93,"Upright",86
"15412","m/the_lord_of_the_rings_the_two_towers","The Lord of the Rings: The Two Towers","PG-13","Action & Adventure, Classics, Drama, Science Fiction & Fantasy","2002-12-12","2011-06-28",179,"Certified-Fresh",95,"Upright",95
"15413","m/the_lords_of_salem","The Lords of Salem","R","Horror, Mystery & Suspense","2013-04-19","2016-11-30",100,"Rotten",46,"Spilled",30
"15414","m/the_lost_bladesman","The Lost Bladesman (Guan yun chang)","NR","Action & Adventure, Art House & International","","2017-03-08",107,"Rotten",57,"Spilled",36
"15415","m/the_lost_city_of_z","The Lost City of Z","PG-13","Action & Adventure, Drama","2017-04-21","2017-06-27",141,"Certified-Fresh",87,"Spilled",57
"15416","m/the_lost_husband","The Lost Husband","PG-13","Drama","","2020-04-10",109,"Rotten",55,"Upright",65
"15417","m/the_love_letter","The Love Letter","PG-13","Comedy, Romance","1999-05-21","2016-08-10",88,"Rotten",33,"Spilled",38
"15418","m/the_love_punch_2013","The Love Punch","PG-13","Art House & International, Comedy","2014-05-23","2014-08-26",94,"Rotten",29,"Spilled",31
"15419","m/the_love_we_make","The Love We Make","NR","Documentary, Musical & Performing Arts, Television","","2019-11-01",94,"Fresh",82,"Spilled",58
"15420","m/the_love_witch","The Love Witch","NR","Drama, Horror, Mystery & Suspense","2016-11-11","2017-02-03",120,"Certified-Fresh",95,"Upright",61
"15421","m/the_loved_ones_2012","The Loved Ones","R","Art House & International, Horror","2012-06-01","2016-09-28",84,"Certified-Fresh",98,"Upright",73
"15422","m/the_lovers_2015","The Lovers","R","Action & Adventure, Romance","2015-03-13","2017-04-07",105,"Rotten",8,"Spilled",20
"15423","m/the_lovers_and_the_despot","The Lovers And The Despot","NR","Documentary, Mystery & Suspense","2016-09-23","2017-01-24",95,"Certified-Fresh",79,"Spilled",53
"15424","m/the_loving_story","The Loving Story","NR","Documentary","2012-12-10","2016-11-30",77,"Fresh",100,"Upright",84
"15425","m/the_low_life","The Low Life","R","Art House & International, Comedy, Drama","1996-06-28","2015-05-23",96,"Rotten",56,"Spilled",36
"15426","m/the_lucky_one_2012","The Lucky One","PG-13","Drama","2012-04-20","2015-12-01",101,"Rotten",20,"Upright",67
"15427","m/the_lullaby_2018","The Lullaby","NR","Horror","2018-03-02","2018-02-27",125,"Fresh",67,"Upright",74
"15428","m/the_lunchbox","The Lunchbox","PG","Drama, Romance","2014-02-28","2015-12-08",105,"Certified-Fresh",97,"Upright",87
"15429","m/the_machine_2013","The Machine","R","Mystery & Suspense, Science Fiction & Fantasy","2014-04-25","2017-03-11",91,"Fresh",79,"Spilled",46
"15430","m/the_machine_which_makes_everything_disappear","The Machine Which Makes Everything Disappear","NR","Documentary, Special Interest","2013-08-09","2015-01-27",101,"Fresh",64,"Upright",82
"15431","m/the_mackintosh_man","The MacKintosh Man","PG","Action & Adventure, Mystery & Suspense","1973-07-25","2012-12-31",98,"Rotten",58,"Spilled",44
"15432","m/the_maestro","The Maestro","NR","Drama","2019-02-15","2019-02-19",94,"Fresh",80,"",NA
"15433","m/the_magic_christian","The Magic Christian","PG","Classics, Comedy","1970-02-11","2019-05-09",93,"Rotten",59,"Upright",68
"15434","m/the_magic_of_belle_isle","The Magic of Belle Isle","PG","Comedy, Drama","2012-07-06","2016-09-30",109,"Rotten",29,"Upright",62
"15435","m/the_magician_1958","The Magician (Ansiktet)","NR","Drama","1958-12-26","2016-08-10",102,"Fresh",100,"Upright",85
"15436","m/the_magnificent_seven_2016","The Magnificent Seven","PG-13","Action & Adventure, Drama, Western","2016-09-23","2016-12-20",128,"Fresh",64,"Upright",72
"15437","m/the_main_event_2020","The Main Event","NR","Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy","","2020-04-11",101,"Rotten",26,"Spilled",23
"15438","m/the_man_from_earth_holocene","The Man From Earth: Holocene","NR","Drama","2017-10-13","2018-02-27",98,"Rotten",50,"Spilled",57
"15439","m/the_man_from_london","The Man From London (A Londoni Férfi)","NR","Drama","2007-05-23","2017-04-10",132,"Fresh",69,"Upright",61
"15440","m/the_man_from_planet_x","The Man from Planet X","PG","Classics, Cult Movies, Horror, Science Fiction & Fantasy","1951-01-01","2017-02-14",70,"Fresh",100,"Spilled",38
"15441","m/the_man_from_uncle","The Man From U.N.C.L.E.","PG-13","Action & Adventure, Comedy, Mystery & Suspense","2015-08-14","2016-06-28",116,"Fresh",67,"Upright",73
"15442","m/the_man_nobody_knew_in_search_of_my_father_cia_spymaster_william_colby","The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","NR","Documentary, Special Interest","2011-09-23","2017-05-22",104,"Fresh",84,"Upright",62
"15443","m/the_man_on_the_train","The Man on the Train (L'homme du train)","R","Art House & International, Comedy, Drama","2003-05-09","2016-08-10",90,"Certified-Fresh",92,"Upright",79
"15444","m/the_man_standing_next","The Man Standing Next","NR","Drama, Mystery & Suspense","","2020-05-19",NA,"Fresh",75,"",100
"15445","m/the_man_who_invented_christmas","The Man Who Invented Christmas","PG","Comedy, Drama","2017-11-22","2018-02-13",104,"Certified-Fresh",79,"Upright",77
"15446","m/the_man_who_killed_don_quixote","The Man Who Killed Don Quixote","NR","Action & Adventure, Comedy, Drama","2019-04-19","2019-04-19",133,"Fresh",64,"Upright",63
"15447","m/the_man_who_killed_hitler_and_then_the_bigfoot","The Man Who Killed Hitler and Then The Bigfoot","NR","Action & Adventure, Mystery & Suspense","2019-02-08","2019-02-08",98,"Certified-Fresh",75,"Spilled",50
"15448","m/the_man_who_knew_infinity","The Man Who Knew Infinity","PG-13","Art House & International, Drama","2016-04-29","2016-08-24",114,"Fresh",63,"Upright",71
"15449","m/the_man_who_knew_too_much","The Man Who Knew Too Much","PG","Art House & International, Classics, Mystery & Suspense","1935-04-15","2016-11-12",75,"Fresh",88,"Upright",68
"15450","m/the_man_who_knew_too_much_1956","The Man Who Knew Too Much","PG","Classics, Mystery & Suspense","1956-06-01","2016-04-19",120,"Fresh",87,"Upright",84
"15451","m/the_man_who_shook_the_hand_of_vicente_fernandez","The Man Who Shook The Hand of Vincente Fernandez","PG-13","Western","2012-12-07","2016-06-29",99,"Rotten",40,"Upright",68
"15452","m/the_man_with_rain_in_his_shoes_1998","The Man with Rain in His Shoes (Twice Upon a Yesterday)","R","Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance","1998-06-01","2016-05-23",95,"Rotten",29,"Spilled",53
"15453","m/the_man_with_the_golden_arm","The Man With the Golden Arm","NR","Drama","1955-12-15","2008-05-01",119,"Fresh",86,"Upright",84
"15454","m/the_man_with_the_iron_fists","The Man With the Iron Fists","R","Action & Adventure","2012-11-02","2014-02-04",95,"Rotten",51,"Spilled",40
"15455","m/the_mandela_effect","The Mandela Effect","NR","Drama, Mystery & Suspense, Science Fiction & Fantasy","2019-12-06","2019-12-06",80,"Rotten",20,"Upright",77
"15456","m/the_marriage_circle","The Marriage Circle","NR","Classics, Comedy","1924-02-03","2013-03-06",90,"Fresh",100,"Upright",88
"15457","m/the_marriage_of_maria_braun","The Marriage of Maria Braun (Die Ehe der Maria Braun)","R","Art House & International, Drama","1979-12-31","2017-09-06",120,"Fresh",92,"Upright",90
"15458","m/the_martian","The Martian","PG-13","Science Fiction & Fantasy","2015-10-02","2015-12-22",142,"Certified-Fresh",91,"Upright",91
"15459","m/the_mask_you_live_in_2015","The Mask You Live In","NR","Documentary","","2016-09-02",97,"Fresh",60,"Upright",74
"15460","m/the_masked_saint","The Masked Saint","PG-13","Action & Adventure","2016-01-08","2016-10-05",111,"Rotten",14,"Upright",62
"15461","m/the_master_2011","The Master","R","Drama","2012-09-14","2015-09-13",136,"Certified-Fresh",85,"Upright",61
"15462","m/the_maze_runner","The Maze Runner","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","2014-09-19","2014-12-02",113,"Fresh",65,"Upright",68
"15463","m/the_meddler_2016","The Meddler","PG-13","Comedy, Drama","2016-04-22","2016-09-07",100,"Certified-Fresh",85,"Spilled",56
"15464","m/the_meg","The Meg","PG-13","Action & Adventure, Horror, Science Fiction & Fantasy","2018-08-10","2018-10-30",113,"Rotten",46,"Spilled",42
"15465","m/the_memory_thief","The Memory Thief","NR","Drama, Mystery & Suspense","2007-04-14","2010-03-09",95,"Fresh",80,"Spilled",41
"15466","m/the_mercy","The Mercy","NR","Art House & International, Drama","2018-11-30","2019-01-08",101,"Fresh",74,"Spilled",33
"15467","m/the_messenger_2015","The Messenger","NR","Art House & International, Documentary, Kids & Family","2015-12-04","2017-03-10",90,"Fresh",83,"Upright",60
"15468","m/the_messengers","The Messengers","PG-13","Horror, Mystery & Suspense","2007-02-07","2014-03-09",85,"Rotten",12,"Spilled",44
"15469","m/the_meyerowitz_stories","The Meyerowitz Stories (New and Selected)","NR","Comedy, Drama","2017-10-13","2017-10-13",110,"Certified-Fresh",92,"Upright",72
"15470","m/the_midnight_man_2018","The Midnight Man","NR","Horror, Mystery & Suspense","2018-01-19","2018-01-20",93,"Rotten",30,"Spilled",32
"15471","m/the_midwife_2017","The Midwife (Sage femme)","NR","Art House & International, Drama","2017-07-21","2017-10-17",117,"Certified-Fresh",88,"Upright",78
"15472","m/the_mighty_macs_2011","The Mighty Macs","G","Action & Adventure, Drama","2011-10-21","2013-05-07",98,"Rotten",47,"Upright",64
"15473","m/the_mill_and_the_cross","The Mill and the Cross","NR","Art House & International, Drama","2011-09-16","2020-04-17",95,"Certified-Fresh",79,"Upright",64
"15474","m/the_minds_eye_2016","The Mind's Eye","NR","Action & Adventure, Horror","2016-08-05","2017-03-12",87,"Fresh",62,"Spilled",35
"15475","m/the_miners_hymns","The Miners' Hymns","NR","Documentary, Drama, Special Interest","2012-02-08","2017-04-11",52,"Fresh",100,"Upright",100
"15476","m/the_miracle_season","The Miracle Season","PG","Drama","2018-04-06","2018-07-03",99,"Rotten",51,"Upright",83
"15477","m/the_mirror_1975","The Mirror","NR","Art House & International, Drama, Special Interest","1975-01-01","2017-02-09",108,"Fresh",100,"Upright",92
"15478","m/the_miseducation_of_cameron_post_2018","The Miseducation of Cameron Post","NR","Drama","2018-08-03","2018-11-06",91,"Certified-Fresh",86,"Upright",76
"15479","m/the_missing_picture","The Missing Picture","NR","Documentary, Drama","2014-03-19","2016-03-22",90,"Certified-Fresh",99,"Upright",76
"15480","m/the_mole_agent","The Mole Agent","NR","Documentary","","2020-08-29",90,"Fresh",95,"",NA
"15481","m/the_moment_2013","The Moment","NR","Drama, Mystery & Suspense","2014-06-20","2016-08-10",92,"Rotten",11,"Spilled",5
"15482","m/the_monitor","The Monitor (Babycall)","R","Mystery & Suspense","2012-07-24","2016-11-23",96,"Fresh",75,"Spilled",36
"15483","m/the_monkey_king_2","The Monkey King 2 (San Da Bai Gu Jing)","NR","Action & Adventure, Art House & International, Science Fiction & Fantasy","2014-01-25","2016-12-06",119,"Fresh",100,"Spilled",51
"15484","m/the_monkey_king_3","The Monkey King 3","NR","Action & Adventure, Science Fiction & Fantasy","2018-02-16","2018-05-05",116,"Rotten",33,"Spilled",48
"15485","m/the_monster_2016","The Monster","R","Drama, Horror","2016-11-11","2017-03-09",91,"Certified-Fresh",81,"Spilled",40
"15486","m/the_monster_project","The Monster Project","NR","Horror","2017-08-18","2017-08-19",95,"Rotten",50,"Spilled",45
"15487","m/the_monuments_men","The Monuments Men","PG-13","Action & Adventure, Drama","2014-02-07","2014-09-07",118,"Rotten",30,"Spilled",44
"15488","m/the_mortal_instruments_city_of_bones","The Mortal Instruments: City of Bones","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy","2013-08-21","2015-04-18",130,"Rotten",13,"Spilled",58
"15489","m/the_most_assassinated_woman_in_the_world","The Most Assassinated Woman in the World (La femme la plus assassinée du monde)","NR","Mystery & Suspense","2018-09-07","2018-09-07",102,"Fresh",86,"Spilled",33
"15490","m/the_most_dangerous_year","The Most Dangerous Year","NR","Documentary","2019-04-12","2019-07-09",90,"Fresh",91,"Upright",100
"15491","m/the_most_hated_woman_in_america","The Most Hated Woman In America","NR","Drama","2017-03-24","2017-05-23",91,"Rotten",36,"Spilled",39
"15492","m/the_motel_life_2013","The Motel Life","R","Drama, Mystery & Suspense","2013-11-08","2016-08-10",85,"Fresh",70,"Spilled",43
"15493","m/the_moth_diaries","The Moth Diaries","R","Drama, Horror","2012-04-20","2016-09-27",83,"Rotten",13,"Spilled",23
"15494","m/the_motive","The Motive (El autor)","NR","Comedy, Drama","2018-08-17","2018-08-17",114,"Fresh",60,"Spilled",51
"15495","m/the_motorcycle_diaries","The Motorcycle Diaries","R","Drama","2004-01-15","2015-01-01",126,"Certified-Fresh",83,"Upright",92
"15496","m/the_mountain_between_us","The Mountain Between Us","PG-13","Drama, Romance","2017-10-06","2017-12-19",104,"Rotten",38,"Spilled",47
"15497","m/the_mule_2018","The Mule","R","Drama, Mystery & Suspense","2018-12-14","2019-03-19",116,"Fresh",70,"Upright",66
"15498","m/the_mummy_2017","The Mummy","PG-13","Action & Adventure, Drama, Horror","2017-06-09","2017-07-10",107,"Rotten",16,"Spilled",35
"15499","m/the_muppets","The Muppets","PG","Comedy, Kids & Family","2011-11-23","2015-11-23",98,"Certified-Fresh",95,"Upright",80
